Dir_Name_Display,Dir_School_Code,Dir_Street,Dir_City,Dir_State,Dir_Zip,Dir_School_Code - Longitude,Dir_School_Code - Latitude,Dir_Ward,Dir_Phone,Dir_Fax,Dir_Website,Principal_Name,Principal_Email,GR_Text,Hours,Highlight,Aca_Enr_1,Aca_Enr_2,Aca_Enr_3,Aca_Enr_4,Aca_Enr_5,Well_Fit_1,Well_Fit_2,Well_Fit_3,Well_Fit_4,Well_Fit_5,Art_Cult_1,Art_Cult_2,Art_Cult_3,Art_Cult_4,Art_Cult_5,SPED_1,SPED_2,SPED_3,SPED_4,SPED_5,SPED_6,Feed_1,Feed_2,Feed_3,Feed_4,Feed_5,Feed_6,Feed_7,Dest_1,Dest_2,Facil_Art,Facil_Audit,Facil_Comp,Facil_Gym,Facil_Media,Facil_Music,Facil_Outdoor_Rec,Facil_Pool,Facil_Science,After_care,Before_care,Uniform,Title_1,Offers_Guaranteed_PK3_PK4_Slots?,Family_Active_Parent_Org,Partner_1,Partner_2,Partner_3,Partner_4,Partner_5,Partner_6,Partner_7,Partner_8,Partner_9,Partner_10,Car_Path_1,Car_Path_2,Car_Path_3,Car_Path_4,Car_Path_5,Car_Path_6,Car_Path_7,Car_Path_8,Trans_Bus,Trans_Metro,AYP_Status,AYP_Status_Desc,Energy_Star_Rtg,DCPS_Recycles_Honor_Roll?,LEED_Level,Enroll_Total,Demo_Asian,Demo_Black,Demo_Hispanic,Demo_N.Amer,Demo_White,Demo_Multi,Demo_NHawPI,Demo_ELL,Demo_SPED,Demo_EconDis,Demo_Inboundary,math_pct_1_current,math_pct_1_prior,math_pct_2_current,math_pct_2_prior,math_pct_3_current,math_pct_3_prior,math_pct_4_current,math_pct_4_prior,math_pct_5_current,math_pct_5_prior,math_district_pct_1,math_district_pct_2,math_district_pct_3,math_district_pct_4,math_district_pct_5,ela_pct_1_current,ela_pct_1_prior,ela_pct_2_current,ela_pct_2_prior,ela_pct_3_current,ela_pct_3_prior,ela_pct_4_current,ela_pct_4_prior,ela_pct_5_current,ela_pct_5_prior,ela_district_pct_1,ela_district_pct_2,ela_district_pct_3,ela_district_pct_4,ela_district_pct_5,Perf_Grad_4yr_Current_Year,Perf_Grad_4yr_Prior_Year,Perf_Grad_4yr_District_Average,Perf_Grad_5yr_Current_Year,Perf_Grad_5yr_Prior_Year,Perf_Grad_5yr_District_Average,Perf_AP_Current_Year,Perf_AP_Prior_Year,Perf_AP_District_Average,Prog_Growth_Math_Current_Year,Prog_Growth_Math_Prior_Year,Prog_Growth_Math_District_Average,Prog_Growth_Read_Current_Year,Prog_Growth_Read_Prior_Year,Prog_Growth_Read_District_Average,Prog_9thGrade_Current_Year,Prog_9thGrade_Prior_Year,Prog_9thGrade_District_Average,Safe_ISA_Current_Year,Safe_ISA_Prior_Year,Safe_Attendance_District_Average,Safe_Truancy_Current_Year,Safe_Truancy_Prior_Year,Safe_Truancy_District_Average,Safe_Suspension_Current_Year,Safe_Suspension_Prior_Year,Safe_Suspension_District_Average,Safe_Incidents_Current_Year,Safe_Incidents_Prior_Year,Safe_Incidents_District_Average,Safe_Safety_Current_Year,Safe_Safety_Prior_Year,Safe_Safety_District_Average,Perf_Engage_Current_Year,Perf_Engage_Prior_Year,Perf_Engage_District_Average,Safe_Reenroll_Current_Year,Safe_Reenroll_Prior_Year,Safe_Reenroll_District_Average,Perf_Teachers_Current_Year,Perf_Teachers_Prior_Year,Perf_Teachers_District_Average,Unique_Defined1_Metric,Unique_Defined1_Description,Unique_Defined1_Current_Year,Unique_Defined1_Prior_Year,Unique_Defined1_District,Unique_Defined2_Metric,Unique_Defined2_Description,Unique_Defined2_Current_Year,Unique_Defined2_Prior_Year,Unique_Defined2_District
Kramer Middle School,417,1700 Q St. SE,Washington,DC,20020,-76.9801713,38.8712864,8,(202) 939-3150,(202) 698-1169,www.kramerms.org,Roman Smith,roman.smith@dc.gov,6th-8th,8:45 a.m. – 3:15 p.m.,"Located in the historic Anacostia neighborhood of DC, Kramer Middle School is committed to providing a quality school experience to promote the educational success of our students in grades 6 through 8.  While promoting high achievement, we hold students and staff to high standards while possessing a growth mindset and promoting perseverance.",Higher Achievement,Read 180,STEM Lego Robotics Program,,,Volleyball,Track,Baseball,Basketball,Cheerleading,Dance Club,Open Air Club,,,,Behavior & Education Support,,,,,,257,285,291,307,319,,,450,,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,College Successs Foundation - HERO,Far Southeast Family Strengthening Collaborative,U.S. Coast Guard,Girls Scouts of America,,,,,,,,,,,,,,,30S 32 34 92 A31 B2 M6 V2 V5 W6 DCCirculator,,Priority,"Priority schools need intense support to address overall low student performance, a graduation rate at or below 60% for two consecutive years, or for being previously designated a SIG school. Priority schools must develop an intervention plan that improves all students and report twice a year on meeting planned milestones.",12,,In Progress,193,0%,98%,2%,0%,0%,0%,0%,1%,22%,100%,73%,61%,63%,33%,28%,7%,8%,0%,0%,0%,0%,23%,27%,23%,23%,5%,53%,62%,27%,26%,17%,9%,2%,3%,0%,0%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,30%,40%,51%,37%,33%,54%,NA,NA,NA,92%,92%,92%,6%,19%,19%,41%,43%,17%,4%,6%,1%,63%,64%,82%,50%,60%,75%,76%,75%,86%,NA,71%,92%,,,,,,,,,,
MacFarland Middle School,420,4400 Iowa Ave. NW,Washington,DC,20011,-77.02777641,38.94360856,4,(202) 671-6033,(202) 671-6036,http://profiles.dcps.dc.gov/MacFarland+Middle+School+,Mark Sanders,mark.sanders@dc.gov,6th-7th,8:45 a.m. - 3:15 p.m.,The mission of MacFarland Middle School is to provide a supportive environment in which every student will be prepared and empowered for success at the collegiate and career level in a way that contributes to our global society. MacFarland is a premier comprehensive neighborhood high school serving the Ward 4 community of Washington DC. It opened in school year 2016-17 with a 6th grade Spanish Dual Language Program.,,,,,,Basketball,Soccer,Baseball,,,Robotics,Chess Club,,,,,,,,,,204,205,296,224,284,300,302,459,,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,52 53 54 60 62 63 70 79 D33 S1 S2 S4 S9 W45,Green/Yellow Line: Georgia Avenue Petworth,,,,,,69,0%,13%,87%,0%,0%,0%,0%,23%,10%,99%,35%,21%,NA,41%,NA,30%,NA,8%,NA,0%,NA,23%,27%,23%,23%,5%,19%,NA,25%,NA,37%,NA,19%,NA,0%,NA,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,38%,NA,51%,48%,NA,54%,NA,NA,NA,95%,NA,92%,15%,NA,19%,3%,NA,17%,0%,NA,1%,85%,NA,82%,90%,NA,75%,96%,NA,86%,NA,NA,92%,Students with over 90% in-seat attendance,The percentage of students who have attended more than 90% of school days.,91%,NA,78%,Students with over 95% in-seat attendance,The percentage of students who have attended more than 95% of school days.,70%,NA,48%
Sousa Middle School,427,3650 Ely Pl. SE,Washington,DC,20019,-76.95315884,38.88389441,7,(202) 729-3260,(202) 645-0456,http://www.sousacobras.org/,Courtney Wilkerson,courtney.wilkerson@dc.gov,6th-8th,8:45 a.m. – 3:15 p.m.,"At John Philip Sousa Middle School, excellence is the standard! Our goal is to help our students become change agents in their communities and the world at large. We set extremely high expectations for our students and utilize technology to enrich our strong academic programs. We offer a variety of classes that push students to become productive citizens, and leaders in the quest for social justice. Additionally, we provide resources that promote social growth and character development. Through critical thinking, inquiry, creativity and appreciation of the arts, Sousa Scholars are able to connect to themselves, each other, all cultures, and the beauty of the world. The arts, including dance/ movement, theater/ drama, music, and visual arts are integrated into the curriculum of all grades and classes.",Reading and Math Acceleration,School-wide Enrichment Model (SEM),Embassy Adoption Program,Project Lead the Way,Read 180,Wrap Care Services,Counseling,Football,Basketball,Baseball,Sousa Dance Company,Yearbook,Arts Integrated Advisories,Sousa Chorus/ Band,Intro to Digital Arts,Specific Learning Support,,,,,,206,259,299,316,,,,450,,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,Kids to College,Kid Power,Black Swan,Music in Motion,The Grassroot Project,Nats Youth Baseball Academy,SNEAKERS,,,,,,,,,,,,A31 E32 S35 U5 U6 V1 V2 V4,,Rising,Rising schools need support to continue growth. They have an overall index score above 44 but less than 80 and are not identified as Priority or Focus schools by any other criteria.,32,,,255,0%,98%,2%,0%,0%,0%,0%,0%,24%,100%,68%,45%,46%,39%,38%,13%,13%,2%,3%,0%,0%,23%,27%,23%,23%,5%,42%,38%,34%,31%,13%,24%,9%,8%,1%,0%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,44%,43%,51%,37%,44%,54%,NA,NA,NA,89%,91%,92%,40%,29%,19%,22%,19%,17%,2%,2%,1%,74%,69%,82%,63%,67%,75%,79%,78%,86%,92%,94%,92%,,,,,,,,,,
Stuart-Hobson Middle School (Capitol Hill Cluster),428,410 E St. NE,Washington,DC,20002,-77.00000438,38.8962977,6,(202) 671-6010,(202) 698-4720,capitolhillclusterschool.org,Kristofer Comeforo,kristofer.comeforo@dc.gov,6th-8th,8:45 a.m. - 3:15 p.m.,"Stuart-Hobson offers a comprehensive academic program appropriately rigorous for the learning needs of young adolescents. We have accelerated Humanities, Pre-Algebra and Algebra I, Science and Social Studies courses.  Our dedicated faculty engages all students in participation in National History Day, Citywide Science Fair and School-wide Enrichment Model. We also offer Studio Art, Project Lead the Way, Brainology, Band/Orchestra and Physical Education core courses. Electives are also offered during our optional extended day in conjunction with our After School All Stars program. Additionally, our school is widely known for our 8th grade graduates attending most competitive public and private high schools in the DC region including students admitted to The Sidwell Friends School, Elizabeth Seton, and Bishop McNamara private high schools.","Honors (Academic Cohort Enrichment) Classes in Math, Science, Social Studies and ELA",I-Ready Reading and Math,Algebra,Student Government,Higher Achievement,Students Forward,After School All-Stars,PE as a Core Subject,Whole Foods Salad Bar,"Tennis, Soccer, Basketball, Track, Cross Country",DC Youth Orchestra,"Beginning - Advanced Band, Orchestra, Pep Band, Jazz Band",Chess Club,Chorus,"Art, Cooking and Camera Clubs",Independence & Learning Support,,,,,,339,271,301,333,,,,457,,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,After School All Stars,National Building Museum,DC Choices/Communities in Schools,National Archives,We the People,Living Classrooms,Provider Pals,Folger Shakespeare Library,Higher Achievement,,,,,,,,,,90 92 96 97 D6 D8 X1 X2 X8 X9 DCCirculator,Red Line: Union Station,Rising,Rising schools need support to continue growth. They have an overall index score above 44 but less than 80 and are not identified as Priority or Focus schools by any other criteria.,29,Yes,In Progress,431,0%,84%,3%,0%,11%,1%,0%,1%,12%,47%,25%,30%,28%,26%,34%,27%,27%,14%,10%,4%,1%,23%,27%,23%,23%,5%,16%,25%,21%,25%,24%,26%,30%,19%,9%,5%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,40%,41%,51%,63%,46%,54%,NA,NA,NA,93%,95%,92%,4%,2%,19%,12%,12%,17%,0%,0%,1%,78%,81%,82%,60%,74%,75%,89%,90%,86%,88%,92%,92%,PARCC ELA performance level change,The percentage of all 4-8 graders who moved up at least one performance level from one year to the next on the PARCC ELA.,39%,23%,35%,IEP timeliness,The percentage of all IEP meetings that were held on time.,100%,100%,99%
West Education Campus,336,1335 Farragut St. NW,Washington,DC,20011,-77.0324265,38.9508094,4,(202) 576-6226,(202) 541-6087,westschool.org,Megan Vroman,megan.vroman@dc.gov,PK3-8th,8:45 a.m. – 3:15 p.m.,"West Education Campus is one of more than six DCPS funded School-wide Enrichment Model (SEM) schools that provide advanced-level enrichment opportunities for all scholars. Throughout the day, scholars have enrichment opportunities via online tools, small group interactive experiences as well as off-campus excursions. West is characterized by a compassionate and joyful learning environment.  Our dedicated staff is committed to ensuring success for all scholars by challenging each scholar and fostering their academic achievement and social development. At West, we work in partnership with our families as we collectively grow and empower our school community.",Schoolwide Enrichment Model,FUNdations,Goodwin Procter LLC-Good Read Buddy Program,Read 180,,Restorative Practices,Community Circle,Responsive Classroom,"Basketball, Soccer, Track and Cheerleading",Girls on the Run,Spanish,Embassy Adoption Program,Dance,Art,Washington Animal Rescue League,,,,,,,,,,,,,,420,459,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,Goodwin Procter LLC,Y.O.U.R. Community Center,Washington Animal Rescue League,Girls on the Run,Commom Threads,Open Book Foundation,Flamboyan Foundation,,,,,,,,,,,,52 53 54 70 79 D33 E4 S1 S2 S4 S9 W45,,Rising,Rising schools need support to continue growth. They have an overall index score above 44 but less than 80 and are not identified as Priority or Focus schools by any other criteria.,4,,,315,2%,53%,34%,0%,8%,3%,0%,19%,12%,100%,55%,15%,10%,23%,37%,31%,28%,27%,23%,4%,1%,23%,27%,23%,23%,5%,13%,10%,21%,29%,29%,34%,35%,25%,3%,1%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,65%,57%,51%,52%,52%,54%,NA,NA,NA,94%,96%,93%,10%,6%,15%,2%,6%,4%,0%,0%,0%,90%,84%,86%,93%,84%,85%,76%,81%,82%,93%,88%,92%,World language enrollment,The percentage of students enrolled in one or more world language courses.,100%,61%,74%,Home visits per 100 students,The number of home visits made per 100 students in the school.,79,NA,40
Wheatley Education Campus,335,1299 Neal St. NE,Washington,DC,20002,-76.98850077,38.90411774,5,(202) 939-5970,(202) 724-9088,http://www.wheatleydcps.org/,Shenora Plenty,shenora.plenty@dc.gov,PK3-8th,8:40 a.m. – 3:15 p.m.,"Housed in a state-of-the-art facility, Wheatley Education Campus is a school where every scholar is provided the highest quality of education possible in a warm, safe, nurturing, fun and academically challenging learning environment.  At Wheatley, we are very passionate about educating the whole child and ensuring that our scholars reach their fullest social and academic potential. We have strong systems and structures in place that help foster collaboration throughout our school. Together, we uphold our motto: Excellence in Every Classroom!",Live It Learn It,Reading Partners,Read 180,Fundations,Leveled Literacy Intervention,DC Scores,Girls on the Run,Football,Boys and Girls Basketball,,Art Around the Corner,,,,,,,,,,,,,,,,,,467,,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,Reading Partners,Live It Learn It,Flamboyan Foundation,Art Around the Corner,Foster Grandparents,The BackPack Project,First Home Care,,,,,,,,,,,,90 92 B2 D4 D8 X1 X2 X3 X8 X9,,Developing,Developing schools need support to continue growth. Developing schools have an overall index score above 25 but less than 45 and are not identified as Priority or Focus schools by any other criteria.,18,Yes,,321,0%,90%,7%,0%,0%,2%,0%,5%,15%,100%,66%,36%,39%,41%,41%,18%,14%,6%,6%,0%,0%,23%,27%,23%,23%,5%,34%,45%,30%,37%,27%,14%,9%,4%,0%,0%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,42%,43%,51%,58%,46%,54%,NA,NA,NA,90%,92%,93%,28%,30%,15%,5%,4%,4%,0%,0%,0%,81%,75%,86%,79%,75%,85%,73%,71%,82%,90%,100%,92%,PARCC ELA performance level change,The percentage of all 4-8 graders who moved up at least one performance level from one year to the next on the PARCC ELA.,43%,29%,35%,IEP timeliness,The percentage of all IEP meetings that were held on time.,100%,96%,99%
Whittier Education Campus,338,6201 5th St. NW,Washington,DC,20011,-77.0192386,38.96585727,4,(202) 576-6156,(202) 576-6158,profiles.dcps.dc.gov/Whittier+Education+Campus,Tenia Pritchard,tenia.pritchard@dc.gov,PK3-8th,8:00 a.m. - 4:30 p.m.,"As a K–8 education campus, Whittier's activities focus on rigorous instruction that is inclusive of active learning strategies, differentiated instruction, excellence in technology instruction, hands-on experiences and authentic assessments. Advancements in the field of Science, Technology, Engineering and Mathematics (STEM) have radically changed the way we function. In order to adapt to the fast-changing technology in our world and be leaders in using, creating and developing the next line of advancements in any field or career, our students need exposure to and adequate training in the STEM field. Our STEM school designs lessons and a school culture to promote STEM issues and skills. In a STEM classroom at any level and in any subject, students actively learn through discovery. Students and teachers are engaged and motivated, and they work together as fellow-adventurers to explore while they learn.",School wide Book Club,Junior Great Books,Robotics,Debate Club,Stock Market Club,Girls and Boys Basketball,Track and Field,Baseball,Cross Country,Golf,Choir,Instrumental Music,Art Club,Poetry Club,Foreign Language Club,Communication & Education Support,Early Childhood Communication & Education Support,Early Learning Support,,,,,,,,,,,455,,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,Georgia Avenue Collaborative,First Home Care,Reading Partners,ReSet,Children's Hospital,Arts Collaborative,,,,,,,,,,,,,62 63 70 79,,Focus,Focus schools need targeted support to address large subgroup achievement gaps relative to all schools in DC. Focus schools must develop an intervention plan to address specified subgroups and report twice a year on planned milestones.,71,,,341,0%,76%,20%,1%,1%,1%,0%,14%,22%,100%,63%,16%,28%,25%,40%,34%,21%,23%,8%,2%,3%,23%,27%,23%,23%,5%,23%,32%,22%,32%,27%,22%,26%,14%,2%,1%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,67%,30%,51%,65%,38%,54%,NA,NA,NA,93%,93%,93%,17%,21%,15%,1%,4%,4%,0%,0%,0%,97%,95%,86%,98%,92%,85%,75%,76%,82%,93%,96%,92%,PARCC ELA performance level change,The percentage of all 4-8 graders who moved up at least one performance level from one year to the next on the PARCC ELA.,46%,29%,35%,PARCC math performance level change,The percentage of all 4-8 graders who moved up at least one performance level from one year to the next on the PARCC Math.,41%,13%,21%
Anacostia High School,450,1601 16th St. SE,Washington,DC,20020,-76.98307725,38.87008406,8,(202) 698-2155,(202) 698-2188,http://profiles.dcps.dc.gov/Anacostia+High+School,Eric Fraser,eric.fraser@dc.gov,9th-12th,8:45 a.m. – 3:15 p.m.,"Anacostia High School currently serves students from the Ward 8 community. The school's modernization was completed in 2014, providing the community with exceptional facilities to house academic programs focused on preparing students for college and career readiness. The school has incorporated the ASPIRE enrichment block into the schedule to provide students with academic interventions, character education, and an opportunity to participate in the performing arts. The athletics department provides a wide range of offerings for scholars and is an integral part of the school community. The basketball and cheerleading programs remain among the city's best, both winning championships in the past two seasons. The school strongly encourages students to participate in athletics and after-school programs to bolster college applications.",College Board Educational Opportunities,DC College Success Foundation,Project Lead the Way,Advanced Placement Courses,A.S.P.I.R.E. Enrichment Block,Soccer,Cheerleading,Bowling,Track and Field,Baseball,Mentors Inc.,Computer Science Academy,"Synergistic, Inc.",World Languages: French & Spanish,,Behavior & Education Support,Communication & Education Support,Independence & Learning Support,Specific Learning Support,,,417,427,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,City Year,National Honors Society,Anacostia Economic Development,Bank of America,College Board Upward Bound Program,DC Area Health Education Center,DC College Access Program,Public Safety Academy,,,Biomedical Sciences,Computer Science,Public Safety Academy,,,,,,92 A31 A32 A33 B2 V2 V5 W6 W8 DCCirculator,,Priority,"Priority schools need intense support to address overall low student performance, a graduation rate at or below 60% for two consecutive years, or for being previously designated a SIG school. Priority schools must develop an intervention plan that improves all students and report twice a year on meeting planned milestones.",50,,In Progress,449,0%,99%,1%,0%,0%,0%,0%,0%,31%,100%,76%,45%,41%,43%,51%,11%,8%,1%,0%,0%,0%,23%,27%,23%,23%,5%,70%,79%,18%,13%,9%,5%,4%,2%,0%,1%,26%,21%,21%,25%,7%,59%,42%,73%,50%,51%,74%,0%,0%,36%,NA,NA,51%,NA,NA,54%,69%,72%,86%,63%,61%,78%,69%,72%,54%,28%,29%,10%,1%,1%,1%,77%,79%,90%,69%,67%,82%,76%,69%,84%,93%,87%,92%,IEP timeliness,The percentage of all IEP meetings that were held on time.,97%,98%,99%,Course passage,The percentage of students passing all required core courses.,65%,62%,81%
Benjamin Banneker High School,402,800 Euclid St. NW,Washington,DC,20001,-77.02397697,38.92383276,1,(202) 671-6320,(202) 673-2231,www.benjaminbanneker.org,Anita Berger,anita.berger@dc.gov,9th-12th,8:45 a.m. – 3:15 p.m.,"The Benjamin Banneker Academic High School is one of the District's International Baccalaureate (IB) Diploma Program sites and offers Pre-IB, Advanced Placement (AP) and its own summer institute as additional rigorous academic options. The Teacher-Advisor and Community Laboratory programs offer one-on-one advising and encourage students to engage in relationships that will shape their futures. Students are admitted through an application process and supported by a variety of character- and skills-building extracurricular activities. The Banneker student experience affords students the opportunity to develop knowledge, talents and exceptional post-secondary experiences.","Martha's Table (off-site tutoring, etc.)",Verizon/HU Mobile Enrichment,Advanced Placement,International Baccalaureate (IB),After-School Tutorial,"Brainfood (nutrition education, career exploration)",Peer Mediation,Men of Strength Club,Basketball,Cross Country/Track,Drama Club,Model UN,Robotic Club,Academic Team,Student Government,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,White House Internship Program,Howard University,Washington Bar Association/Young Lawyers' Division,Alpha Kappa Alpha Sorority,Microsoft,Kaiser Inc.,DC Bar Association/Intellectual Properties Section,Folger Theatre,National Academies of Science,Howard Deli,,,,,,,,,52 53 54 63 64 70 79 H1 H2 H3 H4 H8,,Reward,Reward schools have the highest levels of student performance and growth as demonstrated by an overall index score at or above 80 or growth in overall index score that falls in the top 5% of all schools in DC.,78,Yes,,482,3%,76%,18%,0%,1%,2%,0%,1%,0%,100%,NA,0%,1%,8%,7%,38%,31%,52%,59%,2%,2%,23%,27%,23%,23%,5%,1%,0%,0%,0%,9%,2%,60%,55%,30%,43%,26%,21%,21%,25%,7%,100%,100%,73%,100%,100%,74%,48%,53%,36%,NA,NA,51%,NA,NA,54%,94%,99%,86%,94%,94%,78%,6%,6%,54%,1%,1%,10%,0%,0%,1%,97%,95%,90%,85%,87%,82%,91%,93%,84%,86%,93%,92%,,,,,,,,,,
Cardozo Education Campus,454,1200 Clifton St. NW,Washington,DC,20009,-77.02847069,38.92217286,1,(202) 673-7385,(202) 673-2232,www.cardozohs.com,Tanya Roane,tanya.roane@dc.gov,6th-12th,8:50 a.m. - 3:15 p.m.,"The historic Francis L. Cardozo Education Campus provides a safe, supportive, and nurturing environment that fosters the growth of all educational stakeholders through a social contract that is based on teamwork, work ethic, integrity, respect and leadership. Students are challenged with the knowledge and skills to be successful in our 21st century global society through numerous diverse and enriching program offerings, including the International Academy for English Language Learners, 9th Grade Academy, and TransSTEM Academy. As the historic ""Castle on the Hill"", Cardozo Education Campus continues to innovate in providing an equitable and rigorous education for all students.","AP English Language, AP English Literature, AP Spanish Language & Culture","AP Biology, AP Computer Science, AP Statistics","AP Government & Politics, AP US History, AP Studio Art & Design","TransSTEM, CTE, JROTC","Evening Credit Recovery, Summer School","Indoor Sports:  Basketball, Bowling, Cheerleading, Indoor Track, Swimming","Outdoor Sports: Baseball, Flag Football, Football, Golf, Soccer, Softball, Tennis, Track & Field",On-Site Centronía Childcare & Unity Health Clinic,New Heights,"Restorative Practices, Positive Behavior Intervention & Supports","Robotics Club, Science Club",Drama Club,Chorus/Band,"Latin Dance Team, Divas' Dance Team",World Languages:  Spanish and Chinese,Behavior & Education Support,Communication & Education Support,Independence & Learning Support,Specific Learning Support,,,224,239,305,442,409,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,City Year,Communities in Schools,DC CAPS,Latin American Youth Center,Latino Student Fund,University of District of Columbia,Unity Health Clinic (On-Site),Urban Alliance,,,Computer Science,Electro-Mechanical Technology,Engineering,,,,,,52 53 54 63 64 70 79 90 92 96 H1 H2 H3 H4 H8 S1 S2 S4 S9 X3,Green/Yellow Lines: U Street/African-American Civil War Memorial/Cardozo Station,Priority,"Priority schools need intense support to address overall low student performance, a graduation rate at or below 60% for two consecutive years, or for being previously designated a SIG school. Priority schools must develop an intervention plan that improves all students and report twice a year on meeting planned milestones.",88,Yes with Distinction,Gold,797,1%,42%,56%,0%,1%,0%,0%,48%,22%,100%,39%,48%,55%,40%,39%,8%,4%,4%,2%,0%,0%,23%,27%,23%,23%,5%,64%,70%,14%,14%,13%,9%,8%,6%,1%,1%,26%,21%,21%,25%,7%,60%,59%,73%,68%,59%,74%,16%,2%,36%,48%,43%,51%,58%,51%,54%,92%,76%,86%,75%,75%,80%,62%,64%,57%,12%,18%,7%,0%,2%,1%,82%,77%,83%,86%,84%,84%,83%,78%,84%,90%,92%,92%,PARCC ELA performance level change,The percentage of all 4-8 graders who moved up at least one performance level from one year to the next on the PARCC ELA.,33%,26%,35%,Course passage,The percentage of students passing all required core courses.,84%,85%,85%
